Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio
Misiones                 | Privado                   | 168  | 172  | 137  | 168  | 101  | 0    | 8    | 17   | 8    | 11   | 14   | 0    | 118       | 2020

Misiones                 | Estatal                   | 57   | 40   | 36   | 39   | 28   | 0    | 13   | 23   | 15   | 10   | 16   | 0    | 57        | 2020

Misiones                 | Estatal                   | 483  | 374  | 341  | 322  | 261  | 54   | 247  | 260  | 177  | 81   | 43   | 5    | 400       | 2020

Misiones                 | Privado                   | 45   | 26   | 21   | 15   | 16   | 0    | 8    | 16   | 4    | 0    | 0    | 0    | 26        | 2020

Misiones                 | Privado                   | 72   | 70   | 82   | 58   | 70   | 11   | 0    | 0    | 0    | 0    | 5    | 0    | 89        | 2020

Misiones                 | Estatal                   | 103  | 104  | 99   | 113  | 71   | 0    | 20   | 25   | 23   | 4    | 14   | 0    | 77        | 2020

Misiones                 | Estatal                   | 169  | 125  | 100  | 112  | 82   | 12   | 32   | 57   | 36   | 13   | 7    | 0    | 88        | 2020

Misiones                 | Estatal                   | 99   | 89   | 92   | 68   | 64   | 0    | 32   | 32   | 10   | 8    | 9    | 0    | 73        | 2020

Misiones                 | Estatal                   | 353  | 270  | 222  | 165  | 151  | 36   | 91   | 92   | 37   | 8    | 27   | 10   | 168       | 2020

Neuquén                 | Estatal                   | 20   | 16   | 18   | 16   | 11   | 0    | 2    | 3    | 5    | 2    | 7    | 0    | 24        | 2020

Neuquén                 | Estatal                   | 141  | 93   | 96   | 66   | 57   | 14   | 82   | 82   | 43   | 37   | 23   | 0    | 97        | 2020

Neuquén                 | Estatal                   | 14   | 19   | 16   | 12   | 8    | 0    | 9    | 2    | 0    | 1    | 3    | 0    | 8         | 2020

Neuquén                 | Estatal                   | 9    | 8    | 13   | 11   | 6    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 18        | 2020

Neuquén                 | Estatal                   | 151  | 126  | 128  | 109  | 117  | 21   | 67   | 41   | 24   | 18   | 15   | 9    | 128       | 2020

Neuquén                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Neuquén                 | Estatal                   | 58   | 47   | 34   | 35   | 27   | 0    | 12   | 20   | 3    | 9    | 12   | 0    | 30        | 2020

Neuquén                 | Estatal                   | 3566 | 2657 | 2401 | 2196 | 1824 | 619  | 1572 | 1519 | 893  | 612  | 793  | 337  | 2334      | 2020

Neuquén                 | Privado                   | 990  | 892  | 852  | 779  | 676  | 29   | 48   | 51   | 50   | 32   | 148  | 3    | 820       | 2020

Neuquén                 | Estatal                   | 15   | 9    | 11   | 10   | 7    | 0    | 0    | 3    | 1    | 1    | 2    | 0    | 7         | 2020

Neuquén                 | Estatal                   | 241  | 218  | 211  | 216  | 200  | 0    | 158  | 90   | 66   | 56   | 81   | 0    | 235       | 2020

Neuquén                 | Privado                   | 40   | 36   | 19   | 22   | 19   | 4    | 3    | 15   | 13   | 5    | 5    | 12   | 21        | 2020

Neuquén                 | Privado                   | 33   | 23   | 22   | 15   | 19   | 4    | 6    | 2    | 2    | 3    | 2    | 4    | 22        | 2020

Neuquén                 | Estatal                   | 26   | 29   | 28   | 18   | 26   | 0    | 4    | 6    | 1    | 3    | 0    | 0    | 26        | 2020

Neuquén                 | Estatal                   | 99   | 44   | 36   | 66   | 37   | 54   | 37   | 62   | 42   | 8    | 23   | 3    | 82        | 2020

Neuquén                 | Privado                   | 32   | 27   | 22   | 22   | 24   | 7    | 12   | 12   | 6    | 4    | 3    | 1    | 38        | 2020

Neuquén                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Neuquén                 | Estatal                   | 295  | 237  | 277  | 187  | 139  | 37   | 150  | 191  | 67   | 94   | 104  | 47   | 230       | 2020

Neuquén                 | Privado                   | 48   | 48   | 33   | 41   | 30   | 0    | 2    | 0    | 0    | 0    | 14   | 0    | 55        | 2020

Neuquén                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Neuquén                 | Estatal                   | 219  | 139  | 146  | 102  | 42   | 0    | 80   | 68   | 32   | 20   | 51   | 0    | 94        | 2020

Neuquén                 | Privado                   | 40   | 34   | 21   | 25   | 12   | 0    | 0    | 1    | 1    | 1    | 14   | 0    | 15        | 2020

Neuquén                 | Estatal                   | 68   | 58   | 48   | 36   | 38   | 37   | 6    | 10   | 12   | 3    | 0    | 0    | 59        | 2020

Neuquén                 | Estatal                   | 73   | 64   | 47   | 62   | 60   | 0    | 17   | 16   | 9    | 6    | 6    | 0    | 78        | 2020

Neuquén                 | Estatal                   | 11   | 16   | 16   | 3    | 8    | 0    | 1    | 0    | 2    | 1    | 0    | 0    | 16        | 2020

Neuquén                 | Estatal                   | 389  | 300  | 197  | 235  | 120  | 96   | 59   | 44   | 41   | 25   | 22   | 10   | 212       | 2020

Neuquén                 | Estatal                   | 14   | 14   | 8    | 11   | 0    | 0    | 3    | 0    | 3    | 0    | 0    | 0    | 0         | 2020

Neuquén                 | Estatal                   | 33   | 23   | 23   | 28   | 27   | 0    | 35   | 25   | 5    | 5    | 0    | 0    | 38        | 2020

Neuquén                 | Estatal                   | 15   | 18   | 12   | 11   | 13   | 0    | 8    | 0    | 0    | 0    | 0    | 0    | 14        | 2020

Neuquén                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Neuquén                 | Estatal                   | 270  | 240  | 206  | 220  | 223  | 30   | 313  | 232  | 132  | 70   | 98   | 42   | 359       | 2020

Río Negro               | Estatal                   | 1    | 8    | 3    | 5    | 2    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 2         | 2020

Río Negro               | Estatal                   | 229  | 245  | 277  | 235  | 195  | 16   | 18   | 16   | 6    | 5    | 0    | 4    | 239       | 2020

Río Negro               | Estatal                   | 32   | 32   | 39   | 48   | 28   | 0    | 2    | 6    | 8    | 2    | 15   | 0    | 39        | 2020

Río Negro               | Estatal                   | 134  | 140  | 93   | 64   | 69   | 25   | 45   | 20   | 18   | 8    | 11   | 6    | 68        | 2020

Río Negro               | Estatal                   | 717  | 744  | 709  | 582  | 313  | 32   | 75   | 78   | 28   | 12   | 158  | 6    | 313       | 2020

Río Negro               | Privado                   | 279  | 238  | 177  | 180  | 161  | 0    | 18   | 23   | 19   | 34   | 40   | 0    | 181       | 2020

Río Negro               | Estatal                   | 57   | 59   | 39   | 56   | 24   | 0    | 0    | 2    | 2    | 1    | 25   | 0    | 28        | 2020

Río Negro               | Estatal                   | 390  | 389  | 351  | 365  | 188  | 36   | 112  | 77   | 123  | 78   | 202  | 25   | 158       | 2020

Río Negro               | Privado                   | 56   | 36   | 29   | 34   | 31   | 0    | 18   | 18   | 24   | 13   | 22   | 0    | 45        | 2020

Río Negro               | Estatal                   | 27   | 13   | 18   | 13   | 10   | 3    | 14   | 14   | 5    | 0    | 1    | 9    | 16        | 2020

Río Negro               | Estatal                   | 975  | 994  | 878  | 871  | 514  | 28   | 33   | 66   | 52   | 44   | 541  | 36   | 672       | 2020

Río Negro               | Privado                   | 745  | 740  | 688  | 561  | 433  | 41   | 15   | 33   | 25   | 16   | 133  | 30   | 591       | 2020

Río Negro               | Estatal                   | 90   | 85   | 90   | 80   | 55   | 12   | 26   | 22   | 3    | 1    | 11   | 8    | 44        | 2020

Río Negro               | Estatal                   | 39   | 33   | 48   | 36   | 27   | 0    | 7    | 4    | 0    | 1    | 8    | 0    | 27        | 2020

Río Negro               | Estatal                   | 21   | 1    | 17   | 5    | 5    | 1    | 13   | 13   | 4    | 6    | 1    | 5    | 5         | 2020

Río Negro               | Estatal                   | 114  | 122  | 131  | 112  | 70   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 70        | 2020

Río Negro               | Privado                   | 85   | 88   | 70   | 59   | 34   | 0    | 6    | 9    | 6    | 10   | 23   | 0    | 71        | 2020

Río Negro               | Estatal                   | 132  | 138  | 139  | 130  | 96   | 0    | 10   | 14   | 19   | 16   | 37   | 0    | 135       | 2020

Río Negro               | Estatal                   | 4117 | 3946 | 3783 | 3278 | 2106 | 374  | 682  | 863  | 530  | 393  | 1096 | 190  | 2087      | 2020

Río Negro               | Privado                   | 819  | 752  | 644  | 625  | 533  | 24   | 49   | 79   | 76   | 41   | 171  | 22   | 693       | 2020

Río Negro               | Estatal                   | 15   | 7    | 4    | 12   | 6    | 0    | 0    | 0    | 0    | 2    | 15   | 0    | 10        | 2020

Río Negro               | Estatal                   | 118  | 114  | 124  | 104  | 35   | 12   | 31   | 23   | 16   | 3    | 43   | 11   | 43        | 2020

Río Negro               | Estatal                   | 112  | 113  | 113  | 94   | 77   | 0    | 0    | 0    | 0    | 0    | 30   | 0    | 77        | 2020

Río Negro               | Estatal                   | 468  | 528  | 410  | 430  | 266  | 57   | 85   | 120  | 62   | 76   | 156  | 39   | 213       | 2020

Río Negro               | Estatal                   | 1    | 2    | 2    | 1    | 2    | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 1         | 2020

Salta                    | Estatal                   | 187  | 180  | 157  | 153  | 153  | 5    | 84   | 57   | 27   | 35   | 25   | 2    | 173       | 2020

Salta                    | Estatal                   | 731  | 587  | 587  | 613  | 474  | 119  | 217  | 174  | 86   | 85   | 100  | 8    | 550       | 2020

Salta                    | Estatal                   | 12   | 14   | 18   | 23   | 29   | 14   | 16   | 13   | 2    | 1    | 8    | 0    | 47        | 2020

Salta                    | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Salta                    | Estatal                   | 182  | 148  | 128  | 111  | 65   | 33   | 114  | 113  | 41   | 26   | 49   | 19   | 94        | 2020

Salta                    | Estatal                   | 22   | 8    | 16   | 12   | 7    | 0    | 13   | 10   | 7    | 2    | 4    | 0    | 17        | 2020

Salta                    | Estatal                   | 4402 | 3636 | 3408 | 2985 | 2197 | 533  | 2877 | 2229 | 1566 | 1120 | 1542 | 320  | 3231      | 2020

Salta                    | Privado                   | 2036 | 1988 | 1753 | 1788 | 1497 | 71   | 340  | 251  | 227  | 133  | 560  | 8    | 2233      | 2020

Salta                    | Estatal                   | 54   | 54   | 62   | 58   | 23   | 0    | 45   | 32   | 2    | 6    | 10   | 0    | 27        | 2020

Salta                    | Estatal                   | 232  | 220  | 167  | 162  | 146  | 40   | 145  | 135  | 77   | 50   | 52   | 4    | 164       | 2020

Salta                    | Estatal                   | 28   | 26   | 23   | 25   | 12   | 0    | 4    | 6    | 3    | 0    | 1    | 0    | 15        | 2020

Salta                    | Estatal                   | 251  | 136  | 143  | 148  | 96   | 6    | 176  | 59   | 96   | 62   | 70   | 10   | 132       | 2020

Salta                    | Estatal                   | 149  | 184  | 146  | 163  | 111  | 24   | 78   | 72   | 42   | 28   | 37   | 5    | 202       | 2020

Salta                    | Privado                   | 22   | 31   | 19   | 26   | 24   | 0    | 13   | 8    | 4    | 0    | 5    | 0    | 31        | 2020

Salta                    | Privado                   | 411  | 383  | 366  | 318  | 249  | 13   | 30   | 61   | 31   | 19   | 90   | 0    | 345       | 2020

Salta                    | Estatal                   | 36   | 19   | 24   | 45   | 20   | 0    | 24   | 14   | 10   | 8    | 4    | 0    | 31        | 2020

Salta                    | Estatal                   | 729  | 598  | 527  | 539  | 403  | 120  | 200  | 205  | 129  | 123  | 210  | 62   | 476       | 2020

Salta                    | Estatal                   | 241  | 220  | 182  | 146  | 127  | 13   | 121  | 66   | 57   | 24   | 56   | 13   | 149       | 2020

Salta                    | Estatal                   | 1884 | 1528 | 1415 | 1273 | 944  | 160  | 591  | 547  | 449  | 354  | 414  | 127  | 1149      | 2020

Salta                    | Privado                   | 383  | 327  | 303  | 338  | 256  | 0    | 56   | 43   | 17   | 21   | 103  | 0    | 362       | 2020

Salta                    | Estatal                   | 19   | 9    | 20   | 14   | 9    | 0    | 7    | 2    | 1    | 1    | 6    | 0    | 10        | 2020

Salta                    | Estatal                   | 102  | 87   | 77   | 61   | 74   | 9    | 19   | 12   | 8    | 10   | 16   | 1    | 84        | 2020

Salta                    | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

Salta                    | Estatal                   | 65   | 69   | 70   | 79   | 59   | 0    | 47   | 51   | 45   | 17   | 23   | 0    | 88        | 2020

Salta                    | Estatal                   | 41   | 26   | 39   | 28   | 37   | 0    | 13   | 15   | 10   | 6    | 10   | 0    | 52        | 2020

Salta                    | Estatal                   | 24   | 24   | 31   | 27   | 16   | 0    | 6    | 1    | 3    | 0    | 1    | 0    | 17        | 2020

Salta                    | Estatal                   | 19   | 25   | 29   | 27   | 36   | 0    | 14   | 11   | 7    | 3    | 14   | 0    | 44        | 2020

Salta                    | Estatal                   | 18   | 17   | 19   | 12   | 12   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 12        | 2020

Salta                    | Estatal                   | 145  | 131  | 121  | 111  | 101  | 0    | 6    | 4    | 1    | 1    | 0    | 0    | 74        | 2020
