Provincia                 | Sector                    | 1_P  | 2_P  | 3_P  | 4_P  | 5_P  | 6_P  | 1_NP | 2_NP | 3_NP | 4_NP | 5_NP | 6_NP | Egresados | Anio

Formosa                  | Estatal                   | 129  | 125  | 83   | 113  | 78   | 0    | 35   | 14   | 11   | 9    | 24   | 0    | 86        | 2020

Formosa                  | Estatal                   | 217  | 219  | 114  | 96   | 113  | 0    | 41   | 19   | 23   | 8    | 23   | 0    | 127       | 2020

Formosa                  | Estatal                   | 765  | 666  | 701  | 652  | 398  | 20   | 218  | 182  | 158  | 78   | 228  | 3    | 574       | 2020

Formosa                  | Privado                   | 193  | 144  | 176  | 150  | 123  | 46   | 17   | 10   | 9    | 6    | 15   | 13   | 165       | 2020

Formosa                  | Estatal                   | 241  | 249  | 200  | 181  | 163  | 28   | 32   | 28   | 16   | 7    | 4    | 0    | 175       | 2020

Formosa                  | Estatal                   | 605  | 538  | 445  | 365  | 333  | 37   | 252  | 172  | 114  | 67   | 101  | 2    | 467       | 2020

Formosa                  | Estatal                   | 143  | 152  | 88   | 92   | 84   | 4    | 54   | 30   | 28   | 21   | 16   | 0    | 115       | 2020

Formosa                  | Estatal                   | 24   | 27   | 28   | 13   | 15   | 0    | 19   | 9    | 12   | 6    | 0    | 0    | 38        | 2020

Jujuy                    | Estatal                   | 35   | 24   | 25   | 23   | 12   | 0    | 8    | 7    | 7    | 2    | 14   | 0    | 33        | 2020

Jujuy                    | Estatal                   | 94   | 102  | 104  | 56   | 71   | 15   | 54   | 21   | 42   | 35   | 25   | 0    | 196       | 2020

Jujuy                    | Estatal                   | 42   | 34   | 48   | 29   | 35   | 0    | 24   | 30   | 25   | 9    | 29   | 0    | 65        | 2020

Jujuy                    | Estatal                   | 2013 | 1785 | 1418 | 1311 | 1084 | 104  | 983  | 1003 | 901  | 581  | 836  | 124  | 1893      | 2020

Jujuy                    | Privado                   | 898  | 946  | 790  | 785  | 570  | 0    | 160  | 108  | 79   | 69   | 204  | 0    | 951       | 2020

Jujuy                    | Estatal                   | 53   | 39   | 30   | 26   | 17   | 0    | 67   | 20   | 25   | 15   | 13   | 0    | 39        | 2020

Jujuy                    | Estatal                   | 819  | 853  | 695  | 634  | 451  | 70   | 513  | 368  | 241  | 154  | 319  | 109  | 690       | 2020

Jujuy                    | Privado                   | 107  | 98   | 109  | 121  | 113  | 0    | 55   | 32   | 43   | 22   | 29   | 0    | 188       | 2020

Jujuy                    | Privado                   | 122  | 104  | 85   | 76   | 67   | 0    | 7    | 13   | 10   | 5    | 39   | 0    | 112       | 2020

Jujuy                    | Estatal                   | 51   | 53   | 34   | 33   | 27   | 0    | 10   | 14   | 12   | 6    | 15   | 0    | 34        | 2020

Jujuy                    | Estatal                   | 134  | 110  | 113  | 95   | 91   | 24   | 66   | 79   | 68   | 51   | 53   | 5    | 158       | 2020

Jujuy                    | Estatal                   | 17   | 23   | 16   | 18   | 6    | 0    | 8    | 11   | 11   | 5    | 23   | 0    | 16        | 2020

Jujuy                    | Estatal                   | 711  | 773  | 625  | 627  | 448  | 69   | 323  | 305  | 206  | 138  | 389  | 12   | 720       | 2020

Jujuy                    | Privado                   | 127  | 88   | 90   | 87   | 62   | 72   | 24   | 68   | 103  | 68   | 60   | 17   | 166       | 2020

Jujuy                    | Estatal                   | 19   | 20   | 14   | 13   | 14   | 2    | 16   | 11   | 11   | 2    | 5    | 1    | 18        | 2020

Jujuy                    | Estatal                   | 298  | 299  | 250  | 204  | 103  | 21   | 231  | 225  | 184  | 139  | 176  | 12   | 272       | 2020

Jujuy                    | Estatal                   | 15   | 27   | 30   | 19   | 24   | 0    | 5    | 2    | 1    | 2    | 11   | 0    | 28        | 2020

Jujuy                    | Estatal                   | 18   | 30   | 20   | 28   | 9    | 0    | 18   | 26   | 15   | 14   | 28   | 0    | 27        | 2020

Jujuy                    | Estatal                   | 47   | 63   | 56   | 30   | 32   | 5    | 22   | 12   | 18   | 14   | 7    | 4    | 49        | 2020

Jujuy                    | Estatal                   | 823  | 841  | 725  | 602  | 473  | 36   | 241  | 253  | 198  | 170  | 207  | 4    | 739       | 2020

Jujuy                    | Privado                   | 77   | 87   | 70   | 68   | 65   | 0    | 16   | 15   | 25   | 18   | 11   | 0    | 103       | 2020

Jujuy                    | Estatal                   | 24   | 11   | 19   | 22   | 17   | 18   | 16   | 12   | 6    | 2    | 8    | 8    | 25        | 2020

Jujuy                    | Estatal                   | 145  | 123  | 96   | 110  | 104  | 8    | 91   | 68   | 65   | 27   | 39   | 17   | 132       | 2020

Jujuy                    | Estatal                   | 37   | 42   | 35   | 34   | 20   | 2    | 10   | 9    | 10   | 6    | 10   | 3    | 26        | 2020

Jujuy                    | Estatal                   | 79   | 73   | 39   | 36   | 29   | 0    | 7    | 7    | 5    | 3    | 24   | 0    | 33        | 2020

Jujuy                    | Estatal                   | 28   | 19   | 16   | 28   | 25   | 4    | 6    | 0    | 4    | 2    | 1    | 6    | 29        | 2020

Jujuy                    | Estatal                   | 94   | 84   | 56   | 39   | 47   | 24   | 75   | 61   | 42   | 62   | 65   | 28   | 90        | 2020

Jujuy                    | Estatal                   | 37   | 52   | 48   | 58   | 35   | 5    | 2    | 7    | 9    | 2    | 12   | 0    | 35        | 2020

Jujuy                    | Estatal                   | 28   | 42   | 28   | 39   | 30   | 7    | 9    | 8    | 4    | 7    | 9    | 0    | 35        | 2020

Jujuy                    | Estatal                   | 28   | 32   | 19   | 12   | 8    | 3    | 4    | 10   | 8    | 0    | 1    | 3    | 18        | 2020

Jujuy                    | Estatal                   | 173  | 155  | 129  | 168  | 142  | 30   | 153  | 145  | 71   | 54   | 97   | 17   | 235       | 2020

La Pampa                 | Estatal                   | 7    | 8    | 7    | 7    | 3    | 0    | 0    | 0    | 2    | 0    | 1    | 0    | 3         | 2020

La Pampa                 | Estatal                   | 45   | 36   | 31   | 28   | 16   | 2    | 25   | 16   | 13   | 4    | 7    | 0    | 19        | 2020

La Pampa                 | Estatal                   | 9    | 9    | 5    | 8    | 11   | 0    | 10   | 9    | 3    | 4    | 2    | 0    | 21        | 2020

La Pampa                 | Estatal                   | 31   | 26   | 18   | 20   | 11   | 0    | 22   | 9    | 17   | 5    | 4    | 0    | 13        | 2020

La Pampa                 | Estatal                   | 948  | 824  | 772  | 639  | 529  | 20   | 644  | 398  | 238  | 141  | 206  | 15   | 800       | 2020

La Pampa                 | Privado                   | 268  | 303  | 276  | 268  | 220  | 0    | 14   | 15   | 8    | 10   | 23   | 0    | 284       | 2020

La Pampa                 | Estatal                   | 18   | 22   | 24   | 13   | 16   | 0    | 6    | 6    | 3    | 1    | 0    | 0    | 16        | 2020

La Pampa                 | Estatal                   | 39   | 43   | 22   | 30   | 24   | 0    | 4    | 5    | 4    | 6    | 5    | 0    | 28        | 2020

La Pampa                 | Estatal                   | 47   | 44   | 43   | 21   | 25   | 10   | 21   | 11   | 8    | 10   | 1    | 4    | 29        | 2020

La Pampa                 | Estatal                   | 40   | 26   | 29   | 15   | 4    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 4         | 2020

La Pampa                 | Estatal                   | 16   | 12   | 0    | 0    | 0    | 0    | 1    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

La Pampa                 | Estatal                   | 114  | 105  | 107  | 85   | 80   | 4    | 41   | 30   | 27   | 26   | 33   | 1    | 105       | 2020

La Pampa                 | Estatal                   | 11   | 12   | 13   | 8    | 7    | 0    | 0    | 0    | 0    | 0    | 1    | 0    | 9         | 2020

La Pampa                 | Estatal                   | 12   | 16   | 17   | 6    | 5    | 0    | 0    | 2    | 0    | 0    | 1    | 0    | 5         | 2020

La Pampa                 | Estatal                   | 89   | 100  | 98   | 90   | 60   | 2    | 39   | 26   | 18   | 15   | 20   | 0    | 79        | 2020

La Pampa                 | Privado                   | 56   | 54   | 59   | 36   | 30   | 0    | 32   | 11   | 4    | 2    | 11   | 0    | 51        | 2020

La Pampa                 | Privado                   | 475  | 408  | 381  | 370  | 236  | 2    | 62   | 59   | 38   | 33   | 74   | 8    | 301       | 2020

La Pampa                 | Estatal                   | 49   | 29   | 31   | 37   | 19   | 0    | 3    | 3    | 11   | 5    | 15   | 0    | 26        | 2020

La Pampa                 | Estatal                   | 34   | 27   | 26   | 23   | 5    | 8    | 9    | 10   | 6    | 4    | 7    | 1    | 21        | 2020

La Pampa                 | Estatal                   | 30   | 25   | 15   | 15   | 16   | 6    | 16   | 10   | 7    | 3    | 10   | 6    | 22        | 2020

La Pampa                 | Estatal                   | 43   | 33   | 33   | 27   | 26   | 13   | 19   | 19   | 14   | 8    | 9    | 0    | 44        | 2020

La Pampa                 | Estatal                   | 16   | 13   | 12   | 11   | 12   | 0    | 5    | 6    | 2    | 2    | 0    | 0    | 20        | 2020

La Pampa                 | Estatal                   | 422  | 407  | 382  | 300  | 260  | 24   | 360  | 225  | 135  | 93   | 128  | 18   | 354       | 2020

La Pampa                 | Privado                   | 139  | 141  | 141  | 124  | 102  | 0    | 5    | 9    | 10   | 8    | 23   | 0    | 179       | 2020

La Pampa                 | Estatal                   | 9    | 10   | 7    | 7    | 6    | 0    | 9    | 5    | 3    | 1    | 4    | 0    | 7         | 2020

La Pampa                 | Estatal                   | 116  | 101  | 87   | 77   | 57   | 5    | 70   | 45   | 20   | 25   | 44   | 5    | 68        | 2020

La Pampa                 | Estatal                   | 14   | 14   | 12   | 9    | 12   | 0    | 2    | 0    | 3    | 2    | 2    | 0    | 21        | 2020

La Pampa                 | Estatal                   | 40   | 42   | 35   | 24   | 20   | 0    | 1    | 2    | 3    | 0    | 2    | 0    | 30        | 2020

La Pampa                 | Estatal                   | 29   | 23   | 12   | 14   | 4    | 0    | 4    | 4    | 5    | 0    | 3    | 0    | 9         | 2020

La Pampa                 | Estatal                   | 76   | 76   | 75   | 70   | 53   | 0    | 30   | 25   | 14   | 4    | 7    | 0    | 72        | 2020

La Pampa                 | Estatal                   | 18   | 13   | 9    | 9    | 6    | 0    | 3    | 8    | 4    | 1    | 3    | 0    | 9         | 2020

La Pampa                 | Estatal                   | 110  | 125  | 74   | 90   | 75   | 20   | 46   | 39   | 31   | 10   | 23   | 0    | 126       | 2020

La Pampa                 | Estatal                   | 70   | 69   | 42   | 36   | 35   | 0    | 39   | 16   | 15   | 3    | 2    | 0    | 58        | 2020

La Pampa                 | Estatal                   | 7    | 15   | 5    | 7    | 5    | 0    | 4    | 6    | 2    | 0    | 3    | 0    | 7         | 2020

La Pampa                 | Estatal                   | 23   | 28   | 19   | 16   | 26   | 0    | 2    | 2    | 2    | 2    | 2    | 0    | 28        | 2020

La Pampa                 | Estatal                   | 119  | 113  | 96   | 108  | 81   | 18   | 62   | 60   | 21   | 22   | 21   | 22   | 98        | 2020

La Rioja                 | Estatal                   | 25   | 19   | 5    | 9    | 11   | 0    | 4    | 8    | 4    | 0    | 1    | 0    | 14        | 2020

La Rioja                 | Estatal                   | 101  | 103  | 78   | 72   | 44   | 9    | 81   | 65   | 49   | 17   | 39   | 9    | 81        | 2020

La Rioja                 | Estatal                   | 23   | 23   | 13   | 17   | 13   | 1    | 47   | 24   | 17   | 9    | 6    | 0    | 15        | 2020

La Rioja                 | Estatal                   | 1969 | 1825 | 2064 | 1433 | 1401 | 178  | 330  | 330  | 267  | 240  | 208  | 81   | 1841      | 2020

La Rioja                 | Privado                   | 481  | 448  | 445  | 410  | 376  | 0    | 11   | 16   | 18   | 10   | 17   | 0    | 493       | 2020

La Rioja                 | Estatal                   | 46   | 31   | 45   | 46   | 43   | 8    | 0    | 3    | 2    | 2    | 4    | 0    | 46        | 2020

La Rioja                 | Estatal                   | 18   | 5    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

La Rioja                 | Estatal                   | 145  | 141  | 143  | 83   | 100  | 4    | 16   | 15   | 5    | 4    | 9    | 2    | 121       | 2020

La Rioja                 | Estatal                   | 150  | 139  | 144  | 100  | 106  | 76   | 4    | 6    | 8    | 10   | 3    | 0    | 130       | 2020

La Rioja                 | Estatal                   | 358  | 347  | 276  | 266  | 245  | 65   | 189  | 161  | 102  | 41   | 102  | 18   | 400       | 2020

La Rioja                 | Estatal                   | 18   | 41   | 31   | 25   | 20   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 20        | 2020

La Rioja                 | Estatal                   | 120  | 87   | 61   | 102  | 101  | 0    | 2    | 4    | 15   | 1    | 17   | 0    | 119       | 2020

La Rioja                 | Estatal                   | 24   | 19   | 11   | 15   | 13   | 16   | 0    | 0    | 3    | 2    | 0    | 0    | 24        | 2020

La Rioja                 | Estatal                   | 163  | 131  | 149  | 128  | 123  | 9    | 10   | 31   | 13   | 15   | 6    | 0    | 172       | 2020

La Rioja                 | Privado                   | 71   | 50   | 61   | 54   | 61   | 0    | 16   | 19   | 10   | 6    | 13   | 0    | 81        | 2020

La Rioja                 | Privado                   | 167  | 163  | 142  | 207  | 130  | 0    | 12   | 15   | 15   | 4    | 26   | 0    | 172       | 2020

La Rioja                 | Estatal                   | 55   | 46   | 39   | 33   | 36   | 6    | 22   | 26   | 13   | 5    | 8    | 6    | 49        | 2020

La Rioja                 | Estatal                   | 25   | 12   | 7    | 12   | 5    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 5         | 2020

La Rioja                 | Estatal                   | 38   | 30   | 30   | 33   | 36   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 36        | 2020

La Rioja                 | Privado                   | 10   | 12   | 8    | 9    | 5    | 6    | 1    | 2    | 6    | 0    | 1    | 1    | 7         | 2020

La Rioja                 | Estatal                   | 41   | 44   | 41   | 34   | 28   | 0    | 3    | 3    | 5    | 0    | 0    | 0    | 62        | 2020

La Rioja                 | Estatal                   | 20   | 24   | 21   | 23   | 19   | 0    | 1    | 4    | 7    | 10   | 2    | 0    | 30        | 2020

La Rioja                 | Estatal                   | 27   | 20   | 14   | 7    | 6    | 0    | 2    | 0    | 0    | 0    | 0    | 0    | 13        | 2020

La Rioja                 | Estatal                   | 39   | 28   | 21   | 11   | 25   | 7    | 17   | 26   | 27   | 30   | 23   | 10   | 33        | 2020

La Rioja                 | Estatal                   | 3    | 3    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

La Rioja                 | Estatal                   | 43   | 43   | 28   | 36   | 21   | 0    | 0    | 0    | 0    | 0    | 9    | 0    | 25        | 2020

La Rioja                 | Estatal                   | 135  | 122  | 132  | 115  | 76   | 8    | 42   | 51   | 18   | 5    | 7    | 0    | 115       | 2020

La Rioja                 | Estatal                   | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 0         | 2020

La Rioja                 | Estatal                   | 37   | 39   | 37   | 46   | 50   | 7    | 0    | 0    | 0    | 0    | 0    | 0    | 46        | 2020

Mendoza                  | Estatal                   | 2488 | 2156 | 1835 | 1944 | 1608 | 262  | 567  | 578  | 478  | 239  | 477  | 47   | 2109      | 2020

Mendoza                  | Privado                   | 1171 | 1159 | 984  | 979  | 818  | 11   | 90   | 84   | 74   | 39   | 179  | 0    | 1031      | 2020

Mendoza                  | Estatal                   | 28   | 0    | 39   | 15   | 9    | 10   | 13   | 0    | 9    | 1    | 5    | 2    | 12        | 2020

Mendoza                  | Privado                   | 114  | 139  | 93   | 80   | 81   | 14   | 13   | 10   | 7    | 5    | 13   | 5    | 123       | 2020

Mendoza                  | Privado                   | 222  | 180  | 147  | 169  | 138  | 0    | 8    | 30   | 25   | 7    | 17   | 0    | 223       | 2020

Mendoza                  | Estatal                   | 45   | 37   | 19   | 30   | 16   | 3    | 19   | 12   | 8    | 0    | 7    | 0    | 20        | 2020

Mendoza                  | Estatal                   | 309  | 243  | 195  | 193  | 204  | 57   | 171  | 160  | 142  | 85   | 77   | 12   | 258       | 2020

Mendoza                  | Privado                   | 106  | 97   | 92   | 73   | 71   | 0    | 18   | 14   | 16   | 12   | 31   | 0    | 89        | 2020

Mendoza                  | Estatal                   | 766  | 614  | 460  | 360  | 289  | 65   | 310  | 318  | 322  | 159  | 308  | 47   | 413       | 2020

Mendoza                  | Privado                   | 729  | 756  | 612  | 653  | 518  | 0    | 44   | 41   | 60   | 39   | 169  | 0    | 707       | 2020

Mendoza                  | Estatal                   | 246  | 219  | 205  | 174  | 103  | 12   | 60   | 54   | 60   | 23   | 92   | 11   | 153       | 2020

Mendoza                  | Estatal                   | 1316 | 1025 | 677  | 649  | 455  | 71   | 653  | 606  | 430  | 189  | 402  | 37   | 667       | 2020

Mendoza                  | Privado                   | 73   | 60   | 70   | 53   | 45   | 0    | 8    | 7    | 3    | 2    | 18   | 0    | 52        | 2020

Mendoza                  | Privado                   | 692  | 678  | 535  | 557  | 459  | 0    | 61   | 77   | 91   | 60   | 137  | 0    | 629       | 2020

Mendoza                  | Estatal                   | 180  | 166  | 131  | 134  | 105  | 21   | 26   | 13   | 11   | 4    | 26   | 17   | 125       | 2020

Mendoza                  | Estatal                   | 348  | 275  | 229  | 196  | 172  | 102  | 148  | 102  | 68   | 38   | 71   | 29   | 294       | 2020

Mendoza                  | Estatal                   | 106  | 110  | 120  | 103  | 107  | 41   | 4    | 3    | 11   | 1    | 7    | 0    | 106       | 2020

Mendoza                  | Estatal                   | 1208 | 865  | 648  | 630  | 426  | 104  | 597  | 494  | 350  | 183  | 289  | 40   | 617       | 2020

Mendoza                  | Privado                   | 96   | 93   | 71   | 61   | 40   | 0    | 3    | 10   | 6    | 3    | 18   | 0    | 52        | 2020

Mendoza                  | Estatal                   | 322  | 262  | 177  | 176  | 137  | 47   | 86   | 106  | 77   | 48   | 45   | 19   | 162       | 2020

Mendoza                  | Estatal                   | 208  | 185  | 150  | 115  | 115  | 0    | 41   | 31   | 29   | 21   | 42   | 0    | 160       | 2020

Mendoza                  | Estatal                   | 225  | 143  | 109  | 77   | 68   | 31   | 57   | 74   | 60   | 31   | 26   | 4    | 126       | 2020

Mendoza                  | Estatal                   | 812  | 667  | 472  | 428  | 322  | 41   | 471  | 345  | 340  | 141  | 253  | 49   | 514       | 2020

Mendoza                  | Privado                   | 304  | 281  | 234  | 260  | 188  | 0    | 14   | 31   | 53   | 30   | 36   | 0    | 287       | 2020

Mendoza                  | Estatal                   | 254  | 162  | 104  | 100  | 97   | 26   | 56   | 56   | 41   | 17   | 25   | 7    | 103       | 2020

Mendoza                  | Estatal                   | 1304 | 1017 | 908  | 790  | 595  | 148  | 521  | 580  | 409  | 240  | 323  | 59   | 799       | 2020

Mendoza                  | Privado                   | 357  | 394  | 329  | 332  | 304  | 27   | 71   | 47   | 41   | 56   | 69   | 5    | 367       | 2020

Mendoza                  | Estatal                   | 82   | 78   | 62   | 41   | 43   | 20   | 6    | 8    | 10   | 4    | 2    | 1    | 52        | 2020

Mendoza                  | Estatal                   | 257  | 206  | 144  | 126  | 90   | 35   | 89   | 90   | 73   | 42   | 93   | 27   | 95        | 2020

Mendoza                  | Estatal                   | 301  | 236  | 205  | 178  | 116  | 0    | 70   | 43   | 34   | 12   | 62   | 0    | 179       | 2020

Mendoza                  | Estatal                   | 357  | 313  | 257  | 262  | 182  | 17   | 109  | 85   | 76   | 43   | 99   | 23   | 190       | 2020

Mendoza                  | Estatal                   | 127  | 120  | 96   | 79   | 62   | 15   | 33   | 31   | 22   | 8    | 5    | 5    | 64        | 2020

Mendoza                  | Estatal                   | 154  | 153  | 130  | 119  | 117  | 43   | 68   | 44   | 93   | 55   | 73   | 7    | 174       | 2020

Mendoza                  | Privado                   | 112  | 106  | 98   | 77   | 77   | 0    | 11   | 18   | 7    | 6    | 32   | 0    | 98        | 2020

Mendoza                  | Estatal                   | 292  | 257  | 196  | 147  | 156  | 21   | 144  | 62   | 60   | 49   | 47   | 6    | 229       | 2020

Mendoza                  | Estatal                   | 643  | 756  | 495  | 478  | 460  | 59   | 186  | 193  | 213  | 70   | 229  | 31   | 550       | 2020

Mendoza                  | Privado                   | 150  | 128  | 143  | 124  | 129  | 0    | 7    | 20   | 20   | 15   | 36   | 0    | 168       | 2020

Mendoza                  | Estatal                   | 344  | 249  | 192  | 172  | 141  | 117  | 136  | 127  | 74   | 40   | 41   | 41   | 214       | 2020

Mendoza                  | Estatal                   | 1372 | 1247 | 1029 | 1013 | 755  | 253  | 295  | 300  | 377  | 203  | 379  | 50   | 1022      | 2020

Mendoza                  | Privado                   | 414  | 361  | 287  | 283  | 258  | 0    | 19   | 16   | 24   | 16   | 44   | 0    | 340       | 2020

Mendoza                  | Estatal                   | 73   | 83   | 52   | 45   | 47   | 0    | 7    | 12   | 15   | 6    | 10   | 0    | 62        | 2020

Mendoza                  | Estatal                   | 86   | 148  | 110  | 94   | 67   | 5    | 28   | 29   | 38   | 13   | 34   | 0    | 85        | 2020

Mendoza                  | Estatal                   | 45   | 41   | 28   | 30   | 30   | 0    | 20   | 19   | 18   | 17   | 13   | 0    | 35        | 2020

Mendoza                  | Estatal                   | 502  | 357  | 303  | 266  | 239  | 54   | 217  | 192  | 152  | 63   | 68   | 28   | 280       | 2020

Mendoza                  | Privado                   | 94   | 65   | 52   | 63   | 65   | 0    | 0    | 15   | 30   | 22   | 16   | 0    | 69        | 2020

Mendoza                  | Estatal                   | 112  | 100  | 87   | 72   | 51   | 18   | 23   | 17   | 12   | 6    | 17   | 1    | 56        | 2020

Mendoza                  | Estatal                   | 232  | 217  | 155  | 131  | 150  | 38   | 135  | 114  | 197  | 108  | 70   | 14   | 172       | 2020

Mendoza                  | Privado                   | 73   | 68   | 62   | 50   | 49   | 0    | 2    | 5    | 4    | 5    | 12   | 0    | 60        | 2020

Misiones                 | Estatal                   | 262  | 243  | 221  | 191  | 167  | 7    | 31   | 25   | 11   | 9    | 14   | 2    | 181       | 2020

Misiones                 | Estatal                   | 97   | 88   | 68   | 52   | 42   | 7    | 18   | 33   | 14   | 0    | 6    | 0    | 63        | 2020

Misiones                 | Estatal                   | 54   | 50   | 33   | 32   | 26   | 0    | 32   | 24   | 17   | 19   | 13   | 0    | 33        | 2020

Misiones                 | Estatal                   | 242  | 232  | 190  | 187  | 144  | 53   | 140  | 137  | 82   | 24   | 39   | 3    | 175       | 2020

Misiones                 | Privado                   | 199  | 166  | 180  | 154  | 142  | 20   | 23   | 41   | 31   | 20   | 15   | 2    | 187       | 2020

Misiones                 | Estatal                   | 33   | 37   | 28   | 25   | 17   | 0    | 11   | 13   | 6    | 3    | 4    | 0    | 24        | 2020

Misiones                 | Estatal                   | 630  | 525  | 479  | 358  | 335  | 44   | 135  | 180  | 89   | 58   | 50   | 24   | 415       | 2020

Misiones                 | Privado                   | 102  | 84   | 70   | 76   | 77   | 7    | 7    | 2    | 4    | 3    | 14   | 3    | 94        | 2020

Misiones                 | Estatal                   | 97   | 71   | 81   | 80   | 52   | 25   | 30   | 36   | 12   | 5    | 10   | 3    | 50        | 2020

Misiones                 | Estatal                   | 223  | 173  | 152  | 123  | 95   | 21   | 120  | 135  | 50   | 22   | 46   | 9    | 161       | 2020

Misiones                 | Estatal                   | 132  | 75   | 71   | 68   | 55   | 0    | 79   | 81   | 47   | 22   | 17   | 0    | 69        | 2020

Misiones                 | Estatal                   | 2659 | 2140 | 1806 | 1342 | 1144 | 219  | 827  | 948  | 433  | 238  | 342  | 59   | 1692      | 2020

Misiones                 | Privado                   | 1610 | 1557 | 1413 | 1348 | 1145 | 63   | 85   | 154  | 106  | 54   | 172  | 27   | 1599      | 2020

Misiones                 | Estatal                   | 23   | 17   | 14   | 13   | 13   | 0    | 1    | 4    | 3    | 0    | 1    | 0    | 13        | 2020

Misiones                 | Estatal                   | 67   | 72   | 46   | 57   | 73   | 15   | 23   | 44   | 33   | 23   | 15   | 12   | 87        | 2020

Misiones                 | Estatal                   | 144  | 115  | 92   | 76   | 66   | 26   | 24   | 50   | 20   | 7    | 28   | 1    | 76        | 2020

Misiones                 | Estatal                   | 519  | 521  | 372  | 264  | 196  | 44   | 330  | 313  | 162  | 106  | 123  | 29   | 310       | 2020

Misiones                 | Privado                   | 154  | 166  | 128  | 91   | 105  | 0    | 2    | 12   | 5    | 15   | 42   | 0    | 165       | 2020

Misiones                 | Privado                   | 370  | 326  | 307  | 299  | 181  | 0    | 42   | 55   | 29   | 19   | 54   | 0    | 246       | 2020

Misiones                 | Privado                   | 46   | 59   | 30   | 43   | 28   | 0    | 4    | 7    | 8    | 3    | 16   | 0    | 31        | 2020

Misiones                 | Estatal                   | 119  | 99   | 57   | 62   | 54   | 9    | 4    | 6    | 4    | 2    | 7    | 5    | 62        | 2020

Misiones                 | Estatal                   | 313  | 248  | 220  | 184  | 130  | 8    | 144  | 116  | 57   | 25   | 28   | 5    | 150       | 2020

Misiones                 | Privado                   | 92   | 78   | 65   | 67   | 38   | 0    | 16   | 11   | 7    | 10   | 11   | 0    | 56        | 2020

Misiones                 | Estatal                   | 90   | 62   | 93   | 95   | 62   | 0    | 11   | 21   | 11   | 8    | 10   | 0    | 83        | 2020

Misiones                 | Estatal                   | 724  | 558  | 482  | 371  | 328  | 32   | 189  | 189  | 123  | 91   | 80   | 4    | 448       | 2020

Misiones                 | Privado                   | 82   | 82   | 69   | 73   | 61   | 0    | 16   | 18   | 7    | 8    | 11   | 0    | 75        | 2020

Misiones                 | Estatal                   | 16   | 8    | 10   | 6    | 4    | 0    | 0    | 0    | 0    | 0    | 0    | 0    | 5         | 2020

Misiones                 | Estatal                   | 727  | 494  | 406  | 341  | 258  | 109  | 492  | 330  | 173  | 71   | 96   | 10   | 418       | 2020

Misiones                 | Privado                   | 187  | 182  | 139  | 139  | 136  | 13   | 23   | 40   | 11   | 12   | 35   | 0    | 197       | 2020

Misiones                 | Estatal                   | 201  | 180  | 144  | 117  | 112  | 0    | 54   | 38   | 14   | 11   | 8    | 0    | 126       | 2020

Misiones                 | Estatal                   | 265  | 218  | 220  | 183  | 155  | 37   | 170  | 151  | 57   | 31   | 36   | 2    | 214       | 2020

Misiones                 | Privado                   | 110  | 126  | 93   | 138  | 79   | 0    | 2    | 4    | 4    | 1    | 31   | 0    | 116       | 2020

Misiones                 | Estatal                   | 113  | 100  | 91   | 75   | 45   | 14   | 25   | 27   | 13   | 11   | 21   | 1    | 74        | 2020

Misiones                 | Estatal                   | 314  | 292  | 226  | 223  | 204  | 115  | 114  | 163  | 94   | 37   | 59   | 2    | 292       | 2020

Misiones                 | Privado                   | 69   | 73   | 68   | 66   | 55   | 49   | 0    | 3    | 2    | 0    | 3    | 5    | 68        | 2020

Misiones                 | Privado                   | 72   | 102  | 81   | 91   | 73   | 5    | 9    | 20   | 9    | 7    | 13   | 0    | 79        | 2020

Misiones                 | Estatal                   | 57   | 52   | 46   | 20   | 21   | 0    | 31   | 29   | 17   | 11   | 18   | 0    | 31        | 2020

Misiones                 | Estatal                   | 278  | 159  | 173  | 144  | 139  | 55   | 203  | 177  | 100  | 69   | 44   | 6    | 230       | 2020

Misiones                 | Privado                   | 59   | 60   | 47   | 53   | 46   | 4    | 10   | 9    | 8    | 1    | 3    | 0    | 75        | 2020

Misiones                 | Estatal                   | 274  | 236  | 257  | 193  | 174  | 18   | 61   | 59   | 39   | 30   | 28   | 11   | 218       | 2020

Misiones                 | Estatal                   | 738  | 579  | 537  | 449  | 410  | 31   | 263  | 298  | 164  | 85   | 121  | 38   | 623       | 2020

